HA mid,Dec,VIS band,PSF,Guide,VIS Centre,NIR Centre,VIS Min,VIS Max,VIS Throughput,NIR Min,NIR Max,NIR Throughput,Metric
2,-40,G,moffat,0.71,0.51,1.04,0.8884291700780228,0.9927570312811372,0.963072202071536,0.9370687187921474,0.996602529678706,0.972048209197908,
3,-40,G,moffat,0.7,0.51,1.04,0.7928653453676446,0.9895618785340006,0.929568751186832,0.8743915270017986,0.9942181382192002,0.9439574114340182,
4,-40,G,moffat,0.73,0.51,1.04,0.6576983932478087,0.976855955410486,0.8722049722100697,0.7794963290127124,0.9921192763570024,0.8996925278228566,
0,-35,G,moffat,0.7,0.49,1.15,0.982179288700987,0.994092294210459,0.990083046457056,0.989067165310313,0.9969175881364524,0.9938444150573916,
1,-35,G,moffat,0.69,0.5,1.07,0.965756605494194,0.9944438562571905,0.9847725317194732,0.9777737533811685,0.9966225082507936,0.9891537358934572,
2,-35,G,moffat,0.68,0.51,1.05,0.9002061161982243,0.994106003783772,0.9675612058499496,0.9409904604483136,0.995248627696618,0.9738446531933213,
3,-35,G,moffat,0.7,0.51,1.04,0.7972148419521454,0.9892262271138288,0.9309481782118708,0.8776467126325174,0.9940330544710648,0.9449032591865528,
4,-35,G,moffat,0.74,0.51,1.04,0.6532045172674371,0.9733924347773828,0.8684410920139285,0.776257274762397,0.9922548283926071,0.8980280401243781,
0,-30,G,moffat,0.72,0.49,1.33,0.9855131934789784,0.9952414050897728,0.99322443782538,0.9935899905891048,0.9975607184947264,0.9958311545596168,
1,-30,G,moffat,0.69,0.5,1.09,0.9713166764354886,0.9946355219273753,0.9874631756623896,0.9819955158943776,0.996547690193261,0.9909611556459902,
2,-30,G,moffat,0.68,0.51,1.05,0.9048683666496092,0.9940867600414024,0.9690741972139122,0.9443601101859868,0.9952264077231454,0.974876771632423,
3,-30,G,moffat,0.7,0.51,1.04,0.7963454526354982,0.9887546057668956,0.930452063119852,0.8774091469345277,0.9937732962605876,0.9443033531311568,
4,-30,G,moffat,0.75,0.51,1.04,0.6444470749431324,0.9691916832667592,0.8625358874591799,0.7694523163103293,0.9923181418977188,0.8947003606476381,
0,-25,G,moffat,0.72,0.52,1.1,0.9869575828865984,0.9986750235003654,0.994588190954499,0.9938753889708932,0.9998708634650066,0.9963762254354744,
1,-25,G,moffat,0.69,0.5,1.1,0.9728051235488258,0.9947015500128302,0.9882428272005812,0.9832011297697368,0.9965007566055086,0.9914398886704424,
2,-25,G,moffat,0.68,0.51,1.05,0.904097044903941,0.9939828671993204,0.9688316732084412,0.944127666111532,0.9951412141120872,0.9745720141026504,
3,-25,G,moffat,0.71,0.51,1.04,0.7897623213199,0.9873791847746008,0.927487186991841,0.8737522006655731,0.9940836181377108,0.9429089467999135,
4,-25,G,moffat,0.75,0.51,1.04,0.6317336254032103,0.9655681183237816,0.8552975912158454,0.7577118152731762,0.9913970449103416,0.8887648779564267,
0,-20,G,moffat,0.72,0.49,1.38,0.9856479613037676,0.995907107401891,0.993615518512911,0.9936529192222046,0.9978078557021788,0.9959476711581466,
1,-20,G,moffat,0.69,0.5,1.09,0.9702614963786392,0.9945998906033962,0.9871365016735114,0.9814226218729258,0.996525444047031,0.9906756294258382,
2,-20,G,moffat,0.68,0.51,1.05,0.8978925960533317,0.9937892289609664,0.9668278407861196,0.940290341704076,0.9949888636070028,0.9729207069570386,
3,-20,G,moffat,0.71,0.51,1.04,0.7785255373433418,0.9865100596801322,0.9231445586946392,0.8664705973462848,0.9936784998553616,0.9391805918616412,
4,-20,G,moffat,0.76,0.51,1.04,0.6148945213062194,0.9594009466253476,0.8448080933214728,0.7430349042913785,0.9912680737049604,0.8818889624199685,
0,-15,G,moffat,0.7,0.49,1.18,0.9824686742256552,0.9943615773353612,0.9908666217016816,0.989909193596695,0.9968896526833352,0.994086645334768,
1,-15,G,moffat,0.7,0.5,1.07,0.963096301286498,0.9940141963304407,0.9837891915637166,0.9767899234834956,0.9968965085085276,0.9889466104676846,
2,-15,G,moffat,0.69,0.51,1.05,0.8855917337991246,0.9930206201038384,0.9625836338553436,0.9328875096488858,0.9952670663981108,0.9704928234576582,
3,-15,G,moffat,0.71,0.51,1.04,0.7620953504810989,0.9853953957699711,0.9167745439577116,0.8555481168955582,0.9931584407349244,0.9337491506909964,
4,-15,G,moffat,0.77,0.51,1.04,0.5943906051507607,0.9516057278102548,0.8317353146392674,0.7244452192864832,0.9910237485760036,0.8730588797307628,
0,-10,G,moffat,0.69,0.5,1.09,0.9705576005984484,0.9949023056694376,0.9873987414729029,0.9821224800254672,0.9968006008297776,0.9908150820889448,
